rel_id,head,head_label,relation,tail,tail_label,description,doc_id,chunk_id
REL_000766,Volvo Penta Engine_Cooling System_Charge Air Cooler,Component,REPAIRED_BY,Volvo Penta Engine_Cooling System_Charge Air Cooler Cleaning,RepairMethod,增压空气冷却器通过拆卸清洁和更换垫片进行维护,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_14
REL_000767,Volvo Penta Engine_Cooling System_Charge Air Cooler Cleaning,RepairMethod,HAS_SAFETY_NOTE,Volvo Penta Engine_Cooling System_Drain Before Operation,SafetyNote,清洁前必须排放系统以防危险,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_14
REL_000768,Volvo Penta Engine_Cooling System_Charge Air Cooler Cleaning,RepairMethod,HAS_SAFETY_NOTE,Volvo Penta Engine_Cooling System_Water Ingress Danger,SafetyNote,清洁冷却器时需注意进水危险,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_14
REL_000769,Volvo Penta Engine_Cooling System_Charge Air Cooler Cleaning,RepairMethod,REQUIRES,Volvo Penta Engine_Cooling System_Charge Air Cooler Tail Cover Torque,Parameter,清洁后安装尾盖需遵循特定扭矩,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_14
REL_000770,Volvo Penta Engine_Cooling System_Coolant Concentration Warning,SafetyNote,HAS_PARAMETER,Volvo Penta Engine_Cooling System_Coolant Concentration,Parameter,冷却系统安全警告涉及冷却剂浓度参数要求,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_7;发动机::D8维护保养手册::chunk_8
REL_000771,Volvo Penta Engine_Cooling System_Coolant Mixing Prohibition,SafetyNote,PREVENTS,Volvo Penta Engine_Cooling System_Coolant Mixing Damage,FaultPhenomenon,遵守冷却剂混合禁忌可防止冷却系统损坏,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_9
REL_000772,Volvo Penta Engine_Cooling System_Coolant Pump,Component,BELONGS_TO,Volvo Penta Engine,Equipment,冷却液泵属于沃尔沃遍达发动机设备的冷却系统组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5
REL_000773,Volvo Penta Engine_Cooling System_Cooling Water Inlet,Component,BELONGS_TO,Volvo Penta Engine_Cooling System,System,冷却水入口归属于冷却系统层级,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_14
REL_000774,Volvo Penta Engine_Cooling System_Cooling Water Inlet,Component,DIAGNOSED_BY,Volvo Penta Engine_Cooling System_Cooling Water Inlet Check,DiagnosticMethod,冷却水入口状态通过定期检查旋塞和格栅来诊断,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_14
REL_000775,Volvo Penta Engine_Cooling System_Drain Before Operation,SafetyNote,PREVENTS,Volvo Penta Engine_Fault_Coolant Leak,FaultPhenomenon,操作前排水防止冷却液泄漏风险,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_14
REL_000776,Volvo Penta Engine_Cooling System_Heat Exchanger,Component,BELONGS_TO,Volvo Penta Engine_Cooling System,System,热交换器属于冷却系统,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28
REL_000777,Volvo Penta Engine_Cooling System_Sacrificial Anode,Component,BELONGS_TO,Volvo Penta Engine_Cooling System_Charge Air Cooler,Component,牺牲阳极安装在增压空气冷却器上,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_14
REL_000778,Volvo Penta Engine_Cooling System_Sacrificial Anode,Component,REPAIRED_BY,Volvo Penta Engine_Transmission System_Anode Replacement,RepairMethod,牺牲阳极通过更换新件进行维护,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_14
REL_000779,Volvo Penta Engine_Cooling System_Sea Water Pump,Component,BELONGS_TO,Volvo Penta Engine,Equipment,海水泵属于沃尔沃遍达发动机设备的冷却系统组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5
REL_000780,Volvo Penta Engine_Diagnostic System_VODIA Tool,Equipment,DIAGNOSED_BY,Volvo Penta Engine_Diagnostic_VODIA Software Check,DiagnosticMethod,使用 VODIA 软件检查进行诊断,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11
REL_000781,Volvo Penta Engine_Electrical System,System,BELONGS_TO,Volvo Penta Engine,Equipment,电气系统属于发动机整体设备,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28
REL_000782,Volvo Penta Engine_Electrical System_Alternator,Component,BELONGS_TO,Volvo Penta Engine,Equipment,交流发电机属于发动机主体设备的关键部件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_0;发动机::D8维护保养手册::chunk_1;发动机::D8维护保养手册::chunk_2;发动机::D8维护保养手册::chunk_3
REL_000783,Volvo Penta Engine_Electrical System_Alternator,Component,BELONGS_TO,Volvo Penta Engine_Electrical System,System,交流发电机属于电气系统,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28
REL_000784,Volvo Penta Engine_Electrical System_Battery,Component,BELONGS_TO,Volvo Penta Engine,Equipment,电池属于沃尔沃遍达发动机设备的电气系统组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5
REL_000785,Volvo Penta Engine_Electrical System_Battery,Component,BELONGS_TO,Volvo Penta Engine_Electrical System,System,电池属于船舶电气系统的关键组成部分,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000786,Volvo Penta Engine_Electrical System_Battery,Component,DIAGNOSED_BY,Volvo Penta Engine_Diagnostic_Battery Voltage Check,DiagnosticMethod,电池状态可通过电压表检查方法进行诊断,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000787,Volvo Penta Engine_Electrical System_Battery Cable,Component,BELONGS_TO,Volvo Penta Engine_Electrical System_Battery,Component,电池电缆是电池设备的配套连接组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000788,Volvo Penta Engine_Electrical System_Battery Management System,Component,BELONGS_TO,Volvo Penta Engine,Equipment,电池管理系统属于发动机主体设备的关键部件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_0;发动机::D8维护保养手册::chunk_1;发动机::D8维护保养手册::chunk_2;发动机::D8维护保养手册::chunk_3
REL_000789,Volvo Penta Engine_Electrical System_Engine Control Module,Component,BELONGS_TO,Volvo Penta Engine,Equipment,发动机控制模块属于发动机主体设备的关键部件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_0;发动机::D8维护保养手册::chunk_1;发动机::D8维护保养手册::chunk_2;发动机::D8维护保养手册::chunk_3
REL_000790,Volvo Penta Engine_Electrical System_Wiring Harness,Component,BELONGS_TO,Volvo Penta Engine_Electrical System,System,线束属于电气系统,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28
REL_000791,Volvo Penta Engine_Exhaust System,System,BELONGS_TO,Volvo Penta Engine,Equipment,排气系统隶属于沃尔沃遍达发动机设备,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_14
REL_000792,Volvo Penta Engine_Exhaust System_AdBlue Tank,Component,BELONGS_TO,Volvo Penta Engine_Exhaust System,System,AdBlue 罐作为关键部件隶属于发动机排气系统,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_24
REL_000793,Volvo Penta Engine_Exhaust System_Diesel Particulate Filter,Component,BELONGS_TO,Volvo Penta Engine,Equipment,柴油颗粒过滤器属于沃尔沃遍达发动机设备的排气系统组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5
REL_000794,Volvo Penta Engine_Exhaust System_Silencer,Component,BELONGS_TO,Volvo Penta Engine,Equipment,消音器属于发动机排气系统的部件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000795,Volvo Penta Engine_Fault_Alternator Water Ingress,FaultPhenomenon,REPAIRED_BY,Volvo Penta Engine_Maintenance_Alternator Drying,RepairMethod,发电机进水故障通过干燥方法修复,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28
REL_000796,Volvo Penta Engine_Fault_Battery Connection Loose,FaultCause,CAUSED_BY,Volvo Penta Engine_Fault_Battery Stray Current And Discharge,FaultPhenomenon,电池连接松动是导致杂散电流和放电故障的原因,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000797,Volvo Penta Engine_Fault_Battery Terminal Oxidation,FaultCause,CAUSED_BY,Volvo Penta Engine_Fault_Battery Stray Current And Discharge,FaultPhenomenon,端子氧化物是导致杂散电流和放电故障的原因,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000798,Volvo Penta Engine_Fault_Component Malfunction,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Fault_Component Contamination,FaultCause,组件功能异常现象由组件污物污染原因导致,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5
REL_000799,Volvo Penta Engine_Fault_Coolant Leak,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Cooling System_Expansion Tank,Component,膨胀箱或软管问题导致冷却液泄漏,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11
REL_000800,Volvo Penta Engine_Fault_Coolant Leak,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Fuel System_Fuel Injector,Component,喷油器连接问题导致燃油泄漏,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11
REL_000801,Volvo Penta Engine_Fault_Coolant Leak,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Mechanical System_Oil Pan,Component,油底壳或涡轮连接导致机油泄漏,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11
REL_000802,Volvo Penta Engine_Fault_Coolant Leak,FaultPhenomenon,DIAGNOSED_BY,Volvo Penta Engine_Maintenance_General Visual Inspection,DiagnosticMethod,通过一般目视检查发现燃油泄漏,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11
REL_000803,Volvo Penta Engine_Fault_Electrical Equipment Damage,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Fault_Wrong Battery Polarity,FaultCause,电气设备损坏现象由电池极性连接错误原因导致,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5
REL_000804,Volvo Penta Engine_Fault_Frost Weathering,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Cooling System_Heat Exchanger,Component,热交换器残留水导致冰冻风化故障,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28
REL_000805,Volvo Penta Engine_Fault_Fuel Pipe Cracking,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Fault_Fuel Pipe Bending,FaultCause,燃油管开裂现象由违规弯曲管路原因导致,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5
REL_000806,Volvo Penta Engine_Fault_Fuel Pipe Cracking,FaultPhenomenon,REPAIRED_BY,Volvo Penta Engine_Repair_Fuel Pipe Replacement,RepairMethod,燃油管开裂故障通过更换高压管路方法修复,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5
REL_000807,Volvo Penta Engine_Fault_Fuel System Microbial Growth,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Parameter_Fuel FAME Limit,Parameter,燃油中 FAME 含量超标会导致微生物滋生故障,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000808,Volvo Penta Engine_Fault_Wiring Damage,FaultPhenomenon,DIAGNOSED_BY,Volvo Penta Engine_Maintenance_General Visual Inspection,DiagnosticMethod,通过一般目视检查发现电线损坏,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11
REL_000809,Volvo Penta Engine_Fuel System,System,BELONGS_TO,Volvo Penta Engine,Equipment,燃油系统隶属于沃尔沃彭塔发动机主体设备,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000810,Volvo Penta Engine_Fuel System_Fuel Pump,Component,BELONGS_TO,Volvo Penta Engine,Equipment,燃油泵属于沃尔沃遍达发动机设备的燃油系统组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5
REL_000811,Volvo Penta Engine_Fuel System_Fuel Tank,Component,BELONGS_TO,Volvo Penta Engine_Fuel System,System,燃油箱是燃油系统的关键存储组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000812,Volvo Penta Engine_Fuel System_High Pressure Fuel Pipe,Component,BELONGS_TO,Volvo Penta Engine,Equipment,燃油高压管属于沃尔沃遍达发动机设备的燃油系统组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_4;发动机::D8维护保养手册::chunk_5
REL_000813,Volvo Penta Engine_Intake System_Air Filter,Component,BELONGS_TO,Volvo Penta Engine,Equipment,空气过滤器属于发动机主体设备的关键部件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_0;发动机::D8维护保养手册::chunk_1;发动机::D8维护保养手册::chunk_2;发动机::D8维护保养手册::chunk_3
REL_000814,Volvo Penta Engine_Intake System_Air Filter,Component,REPAIRED_BY,Volvo Penta Engine_Repair_Air Filter Replacement,RepairMethod,空气过滤器通过更换方法进行维修,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11
REL_000815,Volvo Penta Engine_Lubrication System,System,BELONGS_TO,Volvo Penta Engine,Equipment,润滑系统属于沃尔沃遍达发动机设备的一部分,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000816,Volvo Penta Engine_Lubrication System_Bearing And Crankshaft Wear,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Lubrication System_Wrong Oil Filter Type,FaultCause,使用错误类型的过滤器会导致轴承和曲轴磨损,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000817,Volvo Penta Engine_Lubrication System_Dipstick,Component,BELONGS_TO,Volvo Penta Engine_Lubrication System,System,油尺是润滑系统用于液位测量的组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000818,Volvo Penta Engine_Lubrication System_Engine Level Requirement,SafetyNote,PREVENTS,Volvo Penta Engine_Lubrication System_Increased Oil Consumption,FaultPhenomenon,保持发动机水平可防止因测量不准导致的油位异常故障,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000819,Volvo Penta Engine_Lubrication System_Engine Overheating,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Lubrication System_Low Oil Level,FaultCause,低油位可能导致发动机过热,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000820,Volvo Penta Engine_Lubrication System_Increased Oil Consumption,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Lubrication System_High Oil Level,FaultCause,高油位会导致机油消耗量增加,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000821,Volvo Penta Engine_Lubrication System_Oil Analysis,DiagnosticMethod,REQUIRES,Volvo Penta Engine_Lubrication System_Oil Sampling Kit,Equipment,机油分析诊断需要使用取样套件设备,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000822,Volvo Penta Engine_Lubrication System_Oil And Filter Replacement,RepairMethod,REQUIRES,Volvo Penta Engine_Lubrication System_Filter Cover Torque,Parameter,更换过滤器维修方法需要遵循 40 Nm 扭矩参数,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000823,Volvo Penta Engine_Lubrication System_Oil Filter,Component,BELONGS_TO,Volvo Penta Engine_Lubrication System,System,机油过滤器是润滑系统的关键组件,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000824,Volvo Penta Engine_Lubrication System_Oil Filter,Component,REPAIRED_BY,Volvo Penta Engine_Lubrication System_Oil And Filter Replacement,RepairMethod,机油过滤器通过更换机油和过滤器方法进行维修,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000825,Volvo Penta Engine_Lubrication System_Piston Seizure,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Lubrication System_Low Oil Level,FaultCause,低油位可能导致活塞卡死,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000826,Volvo Penta Engine_Lubrication System_Silencer Clogging,FaultPhenomenon,CAUSED_BY,Volvo Penta Engine_Lubrication System_High Oil Level,FaultCause,高油位可能导致消音器堵塞,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000827,Volvo Penta Engine_Lubrication System_Wait Time Before Measurement,SafetyNote,PREVENTS,Volvo Penta Engine_Lubrication System_Increased Oil Consumption,FaultPhenomenon,停机等待 15 分钟可防止因测量不准导致的油位异常故障,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_12
REL_000828,Volvo Penta Engine_Maintenance_Battery Replacement Procedure,RepairMethod,HAS_PARAMETER,Volvo Penta Engine_Parameter_Battery Terminal Torque 6Nm,Parameter,电池更换程序规定了电缆终端紧固的扭矩参数,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000829,Volvo Penta Engine_Maintenance_Battery Replacement Procedure,RepairMethod,REQUIRES,Volvo Penta Engine_Electrical System_Battery Cable,Component,电池更换程序涉及电池电缆的拆装操作,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000830,Volvo Penta Engine_Maintenance_Battery Terminal Cleaning,RepairMethod,PREVENTS,Volvo Penta Engine_Fault_Battery Stray Current And Discharge,FaultPhenomenon,清洁电池端子可防止杂散电流和异常放电故障,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000831,Volvo Penta Engine_Maintenance_Compressor Oil Check,DiagnosticMethod,REQUIRES,Volvo Penta Engine_Mechanical System_Compressor Oil Specification,Parameter,油位检查需依据机油规格参数,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_10;发动机::D8维护保养手册::chunk_11
REL_000832,Volvo Penta Engine_Maintenance_Engine Room Cleaning,RepairMethod,REQUIRES,Volvo Penta Engine_Electrical System_Alternator,Component,清洁维护需要保护交流发电机,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28
REL_000833,Volvo Penta Engine_Maintenance_Engine Room Cleaning,RepairMethod,REQUIRES,Volvo Penta Engine_Electrical System_Wiring Harness,Component,清洁维护需要检查线束绝缘,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28
REL_000834,Volvo Penta Engine_Maintenance_Engine Room Cleaning,RepairMethod,REQUIRES,Volvo Penta Engine_Safety_Cover Electrical Parts During Cleaning,SafetyNote,发动机舱清洁需要遵循遮盖电气部件的安全要求,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28
REL_000835,Volvo Penta Engine_Maintenance_High Pressure Washing,RepairMethod,HAS_PARAMETER,Volvo Penta Engine_Parameter_Washer Distance,Parameter,高压清洗方法受安全距离参数限制,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28
REL_000836,Volvo Penta Engine_Maintenance_High Pressure Washing,RepairMethod,HAS_PARAMETER,Volvo Penta Engine_Parameter_Washer Pressure Limit,Parameter,高压清洗方法受压力参数限制,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_25;发动机::D8维护保养手册::chunk_26;发动机::D8维护保养手册::chunk_27;发动机::D8维护保养手册::chunk_28
REL_000837,Volvo Penta Engine_Maintenance_Long Term Storage Preparation,RepairMethod,HAS_PARAMETER,Volvo Penta Engine_Parameter_Pre Storage Run Time,Parameter,存储前运转发动机需满足最低时间参数要求,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000838,Volvo Penta Engine_Maintenance_Long Term Storage Preparation,RepairMethod,PREVENTS,Volvo Penta Engine_Fault_Battery Freezing,FaultPhenomenon,电池充电维护防止低温下电池冻结破裂,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000839,Volvo Penta Engine_Maintenance_Long Term Storage Preparation,RepairMethod,PREVENTS,Volvo Penta Engine_Fault_Engine Corrosion And Mold,FaultPhenomenon,存储准备措施防止发动机霉菌形成与腐蚀,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000840,Volvo Penta Engine_Maintenance_Long Term Storage Preparation,RepairMethod,REPAIRED_BY,Volvo Penta Engine,Equipment,长期存储准备流程用于维护发动机主体,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000841,Volvo Penta Engine_Maintenance_Long Term Storage Preparation,RepairMethod,REQUIRES,Volvo Penta Engine_Cooling System,System,长期存储准备程序要求检查冷却系统甘醇加注并泵送海水冷却系统,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_24
REL_000842,Volvo Penta Engine_Maintenance_Long Term Storage Preparation,RepairMethod,REQUIRES,Volvo Penta Engine_Cooling System_Sea Water Pump,Component,存储准备需排空海水泵及拆除叶轮冷藏,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000843,Volvo Penta Engine_Maintenance_Long Term Storage Preparation,RepairMethod,REQUIRES,Volvo Penta Engine_Electrical System_Battery,Component,存储准备需断开电池电缆并进行充电维护,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000844,Volvo Penta Engine_Maintenance_Long Term Storage Preparation,RepairMethod,REQUIRES,Volvo Penta Engine_Exhaust System_AdBlue Tank,Component,长期存储准备程序要求对 AdBlue 罐进行清空和清洁处理,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_24
REL_000845,Volvo Penta Engine_Maintenance_Long Term Storage Preparation,RepairMethod,REQUIRES,Volvo Penta Engine_Fuel System_Fuel Tank,Component,存储准备需执行燃油箱排空清洁与加满操作,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000846,Volvo Penta Engine_Maintenance_Long Term Storage Preparation,RepairMethod,REQUIRES,Volvo Penta Engine_Lubrication System,System,长期存储准备程序要求确保润滑系统内已加注机油,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_24
REL_000847,Volvo Penta Engine_Maintenance_Post Storage Start Procedure,RepairMethod,DIAGNOSED_BY,Volvo Penta Engine_Repair_Post Use Leak And Function Check,RepairMethod,起动后需执行泄露与功能检查以确认状态,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000848,Volvo Penta Engine_Maintenance_Post Storage Start Procedure,RepairMethod,REPAIRED_BY,Volvo Penta Engine,Equipment,存储后起动流程用于恢复发动机运行状态,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000849,Volvo Penta Engine_Maintenance_Post Storage Start Procedure,RepairMethod,REQUIRES,Volvo Penta Engine_Fuel System_Fuel Filter,Component,起动前必须更换燃料过滤器以防微生物阻塞,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000850,Volvo Penta Engine_Maintenance_Post Storage Start Procedure,RepairMethod,REQUIRES,Volvo Penta Engine_Intake System_Air Filter,Component,起动前需拆除空气过滤器上的防尘盖子,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000851,Volvo Penta Engine_Maintenance_Post Storage Start Procedure,RepairMethod,REQUIRES,Volvo Penta Engine_Mechanical System_Drive Belt,Component,起动前需检查传动带状况以确保机械安全,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000852,Volvo Penta Engine_Maintenance_Post Storage Start Procedure,RepairMethod,REQUIRES,Volvo Penta Engine_Mechanical System_Rubber Hose,Component,起动前需检查橡胶软管及软管夹状况,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
REL_000853,Volvo Penta Engine_Maintenance_Storage Periodic Engine Start,RepairMethod,HAS_PARAMETER,Volvo Penta Engine_Parameter_Engine Warm Up Time 2-3 Mins,Parameter,存储期间起动程序规定了发动机暖机运行时长参数,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000854,Volvo Penta Engine_Maintenance_Storage Periodic Engine Start,RepairMethod,HAS_PARAMETER,Volvo Penta Engine_Parameter_Manual Shaft Rotation Turns,Parameter,存储期间起动程序规定了手动旋转输出轴的转数参数,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000855,Volvo Penta Engine_Maintenance_Storage Periodic Engine Start,RepairMethod,REQUIRES,Volvo Penta Engine_Cooling System_Seawater Pump Impeller,Component,存储期间起动程序要求取出海水泵叶轮并连接冷却水,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000856,Volvo Penta Engine_Maintenance_Storage Periodic Engine Start,RepairMethod,REQUIRES,Volvo Penta Engine_Diagnostic_Engine Room Condensation Check,DiagnosticMethod,存储期间起动程序要求检查发动机舱冷凝情况,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000857,Volvo Penta Engine_Maintenance_Storage Periodic Engine Start,RepairMethod,REQUIRES,Volvo Penta Engine_Electrical System_Battery Cable,Component,存储期间起动程序要求连接电池电缆,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000858,Volvo Penta Engine_Maintenance_Storage Periodic Engine Start,RepairMethod,REQUIRES,Volvo Penta Engine_Transmission System_Drive Unit Output Shaft,Component,存储期间起动程序要求手动旋转驱动装置输出轴,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_29;发动机::D8维护保养手册::chunk_30
REL_000859,Volvo Penta Engine_Mechanical System,System,BELONGS_TO,Volvo Penta Engine,Equipment,机械系统隶属于沃尔沃彭塔发动机主体设备,发动机::D8维护保养手册,发动机::D8维护保养手册::chunk_22;发动机::D8维护保养手册::chunk_23
